c89	-0.026172	-0.020783	-0.027487	0.053383	0.020156	0.007256	-0.062470	0.000977	-0.020176	0.062955
c90	-0.023655	-0.017611	-0.030863	0.064396	0.017299	0.010799	-0.062061	0.014778	-0.013609	0.059313
c91	-0.020782	0.026397	-0.041378	0.071293	-0.065089	-0.013414	-0.017701	0.005478	-0.016839	-0.033688
c92	-0.021413	0.028357	-0.040968	0.067127	-0.066386	-0.016903	-0.016849	0.002911	-0.014134	-0.039596
c93	-0.023890	-0.014312	-0.049095	0.062190	0.006236	0.027649	-0.052631	0.046941	-0.024183	0.007457
c94	-0.021937	-0.010028	-0.051822	0.071632	-0.005780	0.029793	-0.048420	0.059894	-0.036227	0.001290
c95	-0.021373	-0.009808	-0.052056	0.070030	-0.006169	0.035604	-0.052540	0.047960	-0.031101	0.002161
c96	-0.020380	0.024310	-0.046295	0.080399	-0.068882	-0.006378	-0.007288	0.004818	-0.010169	-0.041462
c97	-0.026245	0.043338	-0.031026	0.045240	-0.043351	-0.039569	-0.001157	-0.032148	0.013700	-0.066378
c98	-0.026165	0.043531	-0.026680	0.040015	-0.036558	-0.039181	-0.010525	-0.029842	0.007448	-0.059309
c99	-0.026607	0.044434	-0.028306	0.041323	-0.038201	-0.041663	-0.005544	-0.032437	0.013378	-0.061846
c100	-0.021463	0.031406	-0.038442	0.074136	-0.052133	-0.020870	-0.001180	-0.027321	0.022194	-0.074402
c101	-0.017886	0.018312	-0.047684	0.097467	-0.064897	0.006116	-0.009855	-0.001876	0.005175	-0.052865
c102	-0.025654	-0.020109	-0.038256	0.055855	0.033415	0.024972	-0.049798	-0.005811	-0.011302	0.057287
c103	-0.025241	-0.019666	-0.038884	0.053470	0.029782	0.021885	-0.056060	0.005857	-0.010878	0.058248
c104	-0.024603	-0.018223	-0.046243	0.056832	0.029031	0.034661	-0.053878	0.012392	-0.007048	0.030700
c105	-0.018717	0.009094	-0.061800	0.097529	-0.062684	0.040919	0.002565	0.023604	0.002282	-0.042309
c106	-0.024255	-0.017891	-0.045128	0.057300	0.026873	0.029692	-0.056825	0.018697	-0.013541	0.032203
c107	-0.022887	-0.014115	-0.052811	0.065220	0.014391	0.040917	-0.050754	0.033696	-0.009666	0.014391
c108	-0.025235	-0.018394	-0.047775	0.056290	0.027242	0.034193	-0.049321	0.019266	-0.016587	0.031044
c109	-0.026716	-0.020504	-0.043461	0.047967	0.028234	0.023992	-0.053802	0.019373	-0.012440	0.036327
c110	-0.025912	-0.019008	-0.048218	0.051843	0.025945	0.033031	-0.053281	0.022158	-0.018682	0.030182
c111	-0.025840	-0.019127	-0.046997	0.051581	0.027914	0.029664	-0.052786	0.022634	-0.020477	0.029810
c112	-0.021578	-0.008475	-0.061823	0.072709	-0.008217	0.057441	-0.033620	0.039135	-0.018160	-0.010197
c113	-0.018843	-0.007645	-0.055136	0.091622	0.003088	0.054304	-0.040420	0.026058	-0.004572	0.005913
c114	-0.016760	0.006407	-0.058521	0.113099	-0.052077	0.047087	-0.004369	0.010312	0.016234	-0.048407
c115	-0.018774	-0.003812	-0.060793	0.089370	-0.019823	0.056383	-0.023199	0.041140	-0.003523	-0.015077
c116	-0.019824	-0.002911	-0.067143	0.089779	-0.021100	0.069612	-0.001878	0.023673	0.004962	-0.027824
c117	-0.019416	-0.002906	-0.066932	0.091430	-0.018899	0.072059	-0.002001	0.017316	0.014040	-0.027764
c118	-0.020235	-0.002480	-0.068114	0.090454	-0.024396	0.067364	0.001038	0.031094	0.005465	-0.026611
c119	-0.028313	-0.022421	-0.044124	-0.043204	0.014625	0.034635	-0.028325	-0.020907	0.015983	-0.023343
c120	-0.029169	-0.023767	-0.037972	-0.043400	0.015378	0.025527	-0.028949	-0.032371	0.016196	-0.026677
c121	-0.025719	-0.019418	-0.046946	-0.046713	0.010530	0.048707	-0.019494	-0.028483	0.020299	-0.020957
c122	-0.022110	0.028049	-0.042980	-0.040111	-0.090546	0.009179	0.009274	-0.033637	0.010262	0.052244
c123	-0.028553	-0.022842	-0.038795	-0.045635	0.010098	0.025585	-0.032874	-0.021944	0.011192	-0.027254
c124	-0.027838	-0.022373	-0.033913	-0.044502	0.006410	0.023100	-0.034942	-0.035345	0.014972	-0.019301
c125	-0.021415	-0.010229	-0.052890	-0.068971	-0.033640	0.064797	-0.006612	-0.005040	-0.000396	-0.012398
c126	-0.018666	-0.001849	-0.056621	-0.067829	-0.073604	0.073277	-0.005980	0.005533	0.014689	0.002684
c127	-0.029744	-0.024065	-0.030429	-0.043823	0.003835	0.016803	-0.035067	-0.029918	0.011999	-0.023384
c128	-0.030501	-0.024810	-0.028549	-0.044940	0.002818	0.008857	-0.036964	-0.024532	0.010789	-0.029801
c129	-0.027493	-0.021683	-0.033991	-0.050338	0.000853	0.022950	-0.033330	-0.026469	0.015226	-0.028663
c130	-0.019801	0.015142	-0.045942	-0.065418	-0.092558	0.035493	-0.004846	-0.010860	-0.008594	0.047840
c131	-0.024561	0.037020	-0.031681	-0.037689	-0.067902	-0.007405	-0.002125	-0.036466	0.006966	0.071999
c132	-0.025601	0.040852	-0.026634	-0.031906	-0.055096	-0.013012	-0.005363	-0.042022	0.012123	0.068141
c133	-0.026404	0.043640	-0.024056	-0.026588	-0.047187	-0.020629	-0.009666	-0.047296	0.016510	0.060019
c134	-0.025460	0.039332	-0.031046	-0.033708	-0.067653	-0.014601	-0.002858	-0.031397	-0.000199	0.069140
c135	-0.019461	-0.009400	-0.045447	-0.074979	-0.040196	0.060229	-0.020817	-0.013315	0.013679	-0.001577
c136	-0.024913	-0.018279	-0.032534	-0.058731	-0.013841	0.028756	-0.031701	-0.027184	0.017519	-0.023270
c137	-0.016723	-0.002491	-0.043787	-0.086789	-0.078919	0.062362	-0.037679	-0.009570	-0.006194	0.018737
c138	-0.017516	-0.001282	-0.043341	-0.086441	-0.081135	0.054988	-0.035005	0.008771	-0.003200	0.025293
c139	-0.027753	-0.020729	-0.028007	-0.057039	-0.019573	0.014427	-0.042750	-0.010335	-0.004609	-0.027877
c140	-0.024342	0.034709	-0.028977	-0.047734	-0.065586	-0.000189	-0.015772	-0.024510	-0.004911	0.074632
c141	-0.020853	0.020679	-0.035777	-0.067905	-0.081784	0.025750	-0.023103	-0.010829	-0.011915	0.066724
c142	-0.018646	-0.002298	-0.035422	-0.087598	-0.075926	0.049155	-0.040517	0.005896	-0.015306	0.024155
c143	-0.024816	0.036965	-0.025354	-0.044780	-0.057404	-0.002973	-0.015158	-0.022924	-0.004472	0.079684
c144	-0.018322	0.001738	-0.038009	-0.088494	-0.079104	0.046361	-0.037820	0.000820	-0.012113	0.039318
c145	-0.018455	0.008939	-0.037025	-0.084925	-0.081706	0.045020	-0.031933	-0.010501	-0.017795	0.056067
c146	-0.024647	0.037034	-0.024524	-0.044038	-0.055658	-0.003177	-0.018558	-0.027189	-0.001697	0.076583
c147	-0.026165	-0.019121	-0.021688	-0.057652	-0.028010	0.014879	-0.043379	-0.013099	0.003875	-0.033362
c148	-0.031023	-0.024943	-0.016739	-0.044069	-0.011626	-0.001356	-0.039616	-0.026998	0.009651	-0.030241
c149	-0.031040	-0.024937	-0.018942	-0.045538	-0.011869	-0.003515	-0.044053	-0.017470	0.008311	-0.031749
c150	-0.023531	0.030328	-0.026777	-0.059637	-0.062937	0.011099	-0.024487	-0.012946	-0.011398	0.080279
c151	-0.022543	0.028546	-0.025585	-0.059637	-0.061223	0.014069	-0.029521	-0.016839	-0.007648	0.075256
c152	-0.030274	-0.023884	-0.018689	-0.046279	-0.015563	0.001457	-0.043907	-0.018326	0.005185	-0.028571
c153	-0.031077	-0.024546	-0.015458	-0.043361	-0.017911	0.000001	-0.043920	-0.019547	0.004610	-0.027070
c154	-0.031179	-0.025003	-0.015582	-0.042536	-0.014433	-0.004029	-0.044970	-0.021464	0.009673	-0.033898
c155	-0.029617	-0.023275	-0.012244	-0.044407	-0.021492	0.000167	-0.042858	-0.027141	0.013394	-0.029282
c156	-0.026183	-0.017435	-0.013570	-0.059986	-0.046974	0.010784	-0.046434	-0.002570	0.001807	-0.022418
c157	-0.020558	0.000731	-0.017455	-0.078700	-0.070683	0.043860	-0.047839	0.007507	-0.010425	0.025241
c158	-0.019907	0.020563	-0.011389	-0.066103	-0.043661	0.046322	-0.052364	-0.018243	0.016160	0.061855
c159	-0.022781	-0.012709	-0.004817	-0.060244	-0.060221	0.032683	-0.043997	-0.023280	0.013653	-0.014708
c160	-0.020316	0.018829	-0.004356	-0.061293	-0.040749	0.054355	-0.053598	-0.017703	0.016321	0.048622
c161	-0.024960	0.038817	-0.011711	-0.041976	-0.029332	0.007194	-0.035531	-0.031588	0.008678	0.068683
c162	-0.030650	-0.023632	-0.006243	-0.039543	-0.029042	-0.002599	-0.046627	-0.022216	0.011504	-0.026042
c163	-0.025145	0.037203	-0.006480	-0.045640	-0.024517	0.018620	-0.041013	-0.016702	0.005151	0.070610
c164	-0.021643	0.013936	0.004481	-0.056970	-0.044368	0.062502	-0.050859	-0.003816	0.019670	0.036204
c165	-0.023025	0.032347	-0.004988	-0.047335	-0.024359	0.029340	-0.045878	-0.026612	0.016494	0.061176
c166	-0.022908	-0.009259	0.007335	-0.052670	-0.064857	0.045678	-0.042681	-0.018182	0.022013	-0.008278
c167	-0.023170	0.029233	-0.008410	-0.057973	-0.035540	0.032003	-0.046985	-0.009386	-0.001403	0.065901
c168	-0.030835	-0.023985	-0.007503	-0.041144	-0.026927	-0.004200	-0.045156	-0.023383	0.008635	-0.028743
c169	-0.029075	-0.021943	-0.003988	-0.041980	-0.034623	0.003325	-0.043491	-0.029968	0.015519	-0.024265
c170	-0.018820	0.016574	-0.016160	-0.071913	-0.053134	0.045642	-0.053612	-0.022274	0.006894	0.064814
c171	-0.031368	-0.024817	-0.008960	-0.040170	-0.021114	-0.005778	-0.042913	-0.026429	0.010550	-0.027301
c172	-0.029691	-0.022791	-0.008364	-0.042724	-0.029317	-0.000182	-0.046341	-0.022185	0.011049	-0.025126
c173	-0.029203	-0.022459	-0.003103	-0.037502	-0.029089	0.001862	-0.041016	-0.034624	0.020489	-0.019684
c174	-0.020831	0.025946	-0.016773	-0.060056	-0.046412	0.027069	-0.045373	-0.025594	0.004683	0.067740
c175	-0.023407	-0.014294	-0.013120	-0.061645	-0.055897	0.020770	-0.052592	-0.004663	0.000528	-0.016977
c176	-0.018201	0.001696	-0.027203	-0.083443	-0.076983	0.048420	-0.049293	0.000801	-0.022763	0.026380
c177	-0.022979	-0.014502	-0.020815	-0.066849	-0.047881	0.022677	-0.046499	-0.011096	0.002015	-0.011228
c178	-0.026268	-0.019532	-0.020378	-0.052826	-0.025115	0.015916	-0.043300	-0.024704	0.010089	-0.017154
c179	-0.029364	-0.023242	-0.017746	-0.046762	-0.015679	0.001575	-0.043843	-0.025229	0.007531	-0.028832
c180	-0.030574	-0.023919	-0.025047	-0.048847	-0.013224	0.002479	-0.047764	-0.003544	0.004351	-0.032077
c181	-0.026178	-0.017646	-0.033403	-0.063332	-0.029182	0.020762	-0.041276	0.008074	-0.008421	-0.026817
c182	-0.024014	-0.014952	-0.034249	-0.069696	-0.037513	0.026190	-0.040808	0.009339	-0.004163	-0.015931
c183	-0.029045	-0.021985	-0.026808	-0.054292	-0.018084	0.007468	-0.043701	-0.002803	0.000667	-0.028085
c184	-0.029690	-0.023417	-0.027886	-0.049340	-0.008255	0.007151	-0.044535	-0.009650	0.007849	-0.029200
c185	-0.030072	-0.023825	-0.025911	-0.048322	-0.008002	0.007408	-0.043351	-0.017189	0.003261	-0.032956
c186	-0.028317	-0.022086	-0.027232	-0.050479	-0.010792	0.010916	-0.042501	-0.013303	0.011559	-0.024316
c187	-0.026530	-0.018785	-0.031603	-0.060537	-0.023681	0.018858	-0.039460	0.000064	0.007562	-0.018228
c188	-0.021175	-0.007511	-0.043232	-0.076302	-0.061374	0.049500	-0.030315	0.015017	-0.017627	0.012115
c189	-0.026725	-0.020187	-0.029464	-0.052577	-0.014738	0.017831	-0.044090	-0.014628	0.007853	-0.021666
c190	-0.030440	-0.024153	-0.028223	-0.048737	-0.006145	0.005902	-0.042577	-0.010576	0.003290	-0.031727
c191	-0.029815	-0.023706	-0.029523	-0.049140	-0.005171	0.007210	-0.044682	-0.008834	0.011799	-0.027262
c192	-0.027994	-0.021898	-0.031242	-0.050902	-0.005923	0.016192	-0.042240	-0.015339	0.003972	-0.031203
c193	-0.019712	0.013462	-0.045182	-0.069795	-0.094677	0.037549	-0.013942	-0.001302	-0.013179	0.051266
c194	-0.028405	-0.022234	-0.030760	-0.052550	-0.007711	0.011771	-0.043235	-0.011839	0.005274	-0.033716
c195	-0.029816	-0.023464	-0.029229	-0.051424	-0.007252	0.006426	-0.043246	-0.005747	0.006142	-0.036433
c196	-0.029944	-0.023984	-0.030627	-0.048948	-0.002172	0.007205	-0.043238	-0.010303	0.006674	-0.031599
c197	-0.029571	-0.023538	-0.034337	-0.047959	0.001194	0.015532	-0.041805	-0.013637	0.003910	-0.030280
c198	-0.029637	-0.023714	-0.035622	-0.046977	0.004220	0.015044	-0.041101	-0.011482	0.011494	-0.031987
c199	-0.027360	-0.021054	-0.036474	-0.053210	-0.003663	0.024035	-0.036589	-0.014426	0.010063	-0.020595
c200	-0.026864	-0.020191	-0.038188	-0.054810	-0.005995	0.025813	-0.036831	-0.013141	0.008201	-0.025849
c201	-0.021548	0.022289	-0.045201	-0.054586	-0.095073	0.020144	-0.000578	-0.011698	-0.000972	0.056791
c202	-0.018467	0.007331	-0.051114	-0.068579	-0.094514	0.051419	-0.010965	-0.006001	0.005648	0.033350
c203	-0.019749	-0.006161	-0.053634	-0.071510	-0.058069	0.066098	-0.017172	0.011067	0.005340	0.001643
c204	-0.028353	-0.022548	-0.036698	-0.045301	0.004447	0.024649	-0.038828	-0.021728	0.008227	-0.025425
c205	-0.028218	-0.021919	-0.040475	-0.046846	0.003066	0.026344	-0.038719	-0.007349	0.010718	-0.018677
c206	-0.028790	-0.022623	-0.040995	-0.047649	0.006481	0.027159	-0.035308	-0.013482	0.003523	-0.028991
c207	-0.027509	-0.019978	-0.046761	-0.053302	-0.003338	0.035955	-0.030516	0.002492	0.004773	-0.026299
c208	-0.028274	-0.021173	-0.043340	-0.052840	-0.000194	0.028821	-0.029795	-0.001069	0.008133	-0.024329
c209	-0.020699	0.014903	-0.052605	-0.054906	-0.102155	0.035886	-0.001739	-0.000352	0.001407	0.028979
c210	-0.020330	-0.006059	-0.052121	-0.076314	-0.061925	0.059460	-0.022635	0.010756	-0.010012	-0.007007
c211	-0.025826	-0.017926	-0.050329	-0.054087	-0.006065	0.044652	-0.029253	0.003986	0.003843	-0.029547
c212	-0.026120	-0.019127	-0.047943	-0.050791	0.000201	0.042029	-0.031277	-0.002456	0.013218	-0.021207
c213	-0.029319	-0.023715	-0.039201	-0.043992	0.011940	0.021535	-0.036981	-0.016956	0.010497	-0.028050
c214	-0.027755	-0.021359	-0.046288	-0.047817	0.008025	0.035067	-0.034019	-0.008689	0.009351	-0.027132
c215	-0.020909	0.013242	-0.056710	-0.055098	-0.099356	0.042289	0.016706	0.001818	-0.000400	0.028289
c216	-0.023988	0.033246	-0.040125	-0.037692	-0.085037	-0.004555	0.006740	-0.027475	0.003215	0.062724
c217	-0.019899	0.000618	-0.060679	-0.060763	-0.079327	0.067324	0.005578	0.008008	0.009101	0.006076
c218	-0.020797	-0.007652	-0.056310	-0.071856	-0.048808	0.066899	-0.007655	0.011036	-0.003778	-0.012130
c219	-0.022392	-0.010187	-0.061397	-0.053352	-0.035004	0.073132	-0.011661	0.008579	0.008859	-0.011227
c220	-0.026803	-0.020450	-0.048461	-0.044769	0.009727	0.044337	-0.032551	-0.017397	0.012537	-0.021967
c221	-0.022958	-0.014321	-0.057020	-0.053263	-0.007251	0.068720	-0.011833	-0.009519	0.022268	-0.024320
c222	-0.029382	-0.023320	-0.037622	-0.046897	0.005736	0.019884	-0.036247	-0.012601	0.005859	-0.031871
c223	-0.029083	-0.023183	-0.039012	-0.049360	0.007940	0.020767	-0.033878	-0.014873	0.004095	-0.037971
c224	-0.030516	-0.024510	-0.037621	-0.046873	0.007580	0.014295	-0.038589	-0.008120	0.006905	-0.034534
c225	-0.029626	-0.023398	-0.042745	-0.045392	0.008928	0.024815	-0.036001	-0.004612	0.009108	-0.026719
c226	-0.028640	-0.022401	-0.045833	-0.045264	0.012089	0.033165	-0.030768	-0.010630	0.011449	-0.031611
c227	-0.024259	0.034556	-0.041701	-0.029166	-0.088290	-0.007403	0.012807	-0.029453	0.007917	0.055552
c228	-0.024847	0.036764	-0.039138	-0.028276	-0.082239	-0.012375	0.009622	-0.033058	0.013340	0.056233
c229	-0.024784	0.038322	-0.037923	-0.021810	-0.079214	-0.015740	0.013455	-0.045071	0.020466	0.051999
c230	-0.018715	0.000061	-0.064812	-0.040902	-0.069637	0.085549	0.025922	-0.014940	0.050343	-0.004495
c231	-0.026589	-0.019320	-0.053444	-0.046872	0.008961	0.051473	-0.017547	-0.010126	0.017992	-0.027176
c232	-0.028228	-0.022179	-0.049630	-0.041767	0.020225	0.042402	-0.024167	-0.020930	0.015236	-0.030612
c233	-0.027733	-0.021056	-0.051599	-0.044204	0.014664	0.046327	-0.021690	-0.013418	0.016369	-0.019947
c234	-0.024526	-0.015574	-0.060016	-0.048217	-0.002926	0.068324	-0.008580	-0.002000	0.021824	-0.021260
